website	activeUsers	newUsers	totalUsers	eventCountPerUser	screenPageViewsPerUser	sessions	averageSessionDuration	screenPageViews	engagementRate
dgidb.org - GA4	274592	272614	274796	5.3322456590141005	1.8392669851998602	384985	122.96846414769406	505048	0.20343130251827993
