website	activeUsers	newUsers	totalUsers	eventCountPerUser	screenPageViewsPerUser	sessions	averageSessionDuration	screenPageViews	engagementRate
dgidb.org - GA4	239666	238198	239872	5.578213013109911	1.934070748458271	352007	130.46505046084027	463531	0.21459232344811324
